dur,proto,service,sbytes,dbytes
0.578658,111,10,364,516
0.189788,111,3,990,268
0.370493,111,10,23334,354
1.175864,111,10,564,354
0.635674,111,3,824,1370
10.020088,111,3,140126,129412
0.189788,111,3,990,268
0.898335,111,10,858,354
1.20E-05,115,10,2852,0
0.611556,111,10,1010,3910
0.611556,111,10,1010,3910
0.868389,111,10,590,354
1.080994,111,5,634,682
1.20E-05,115,10,1156,0
0.925254,111,10,594,354
1.080994,111,5,634,682
1.20E-05,115,10,1566,0
0.458899,111,10,1018,3082
1.080994,111,5,634,682
1.32864,111,10,772,798
1.671582,111,3,2982,474427
0.189911,111,3,988,268
1.734,111,10,1030,3330
33.520821,13,10,7560,0
0.154598,111,3,10820,268
0,115,10,1501,0
33.520821,13,10,7560,0
1.734,111,10,1030,3330
5.00E-06,115,10,684,0
1.058822,111,0,34641,1718
0.998304,111,10,468,11096
1.190184,111,10,922,704
1.00E-05,115,10,168,0
0.924761,111,1,1088,2934
2.419491,111,3,1014,172
3.590412,111,0,48383,1948
0.236781,111,3,826,2404
2.503419,111,10,17764,878
9.003766,111,6,364,924
1.338173,111,10,564,354
9.003766,111,6,364,924
1.217306,111,3,880,354
5.829423,111,3,3212,474227
1.776313,111,10,1022,784
6.00E-06,115,10,1064,0
7.677479,111,3,6282,963063
1.249139,111,10,564,354
0.959695,111,10,59395,526
1.423437,111,6,450,20716
1.422924,111,3,834,354
0.898335,111,10,858,354
2.004763,111,10,190546,1128
2.801637,111,10,195095,1214
2.00E-06,115,10,168,0
1.264897,111,10,1078,716
5.202162,111,10,2378,271967
0.950867,111,10,564,354
2.26502,111,0,105312,2202
1.867285,111,0,42134,1316
3.00E-06,115,10,168,0
4.00E-06,115,10,104,0
1.10E-05,115,10,168,0
1.10E-05,115,10,142,0
1.600314,111,10,1166,838
3.00E-06,115,10,104,0
0.679884,111,10,486,268
0.770497,111,10,586,268
1.509651,111,10,1042,846
0.770497,111,10,586,268
33.520821,13,10,7560,0
0.59922,111,10,1006,354
0.130663,7,10,152,82
33.520821,13,10,7560,0
1.454791,111,10,950,622
0.130663,7,10,152,82
0.557169,111,6,364,3754
0.557169,111,6,364,3754
0.130663,7,10,152,82
33.520821,13,10,7560,0
2.00E-05,115,10,168,0
33.520821,13,10,7560,0
0.130663,7,10,152,82
0.196701,111,3,908,268
0.558169,111,3,97138,866
33.520821,13,10,7560,0
0.130663,7,10,152,82
4.00E-06,115,10,168,0
33.520821,13,10,7560,0
0.130663,7,10,152,82
0.255836,111,3,928,19808
0.208305,111,10,938,268
5.00E-06,115,10,2426,0
0.83574,111,10,564,354
0.798433,111,0,2784,1908
1.10E-05,115,10,168,0
4.827592,111,0,103424,2286
0.368519,111,10,490,268
0.231491,111,3,858,1762
0.179789,111,3,890,268
2.00E-06,115,10,1064,0
0.470612,111,10,490,268
0.286003,111,10,732,468
1.00E-05,115,10,168,0
24.602036,13,10,1280,0
2.546325,111,10,1196,642
0.843665,111,0,2815,1616
0.630435,111,10,564,354
1.838529,111,10,9240,9108
24.602036,13,10,1280,0
0.219934,111,10,8436,812
0.218373,111,3,956,1046
2.288285,111,10,534,354
0.130663,7,10,152,82
0.529603,111,10,534,268
2.652486,111,10,119500,119440
1.24452,111,10,564,354
0.130663,7,10,152,82
1.733008,111,5,2618,682
0.130663,7,10,152,82
0.745022,111,10,4710,354
2.498329,111,10,226663,1300
1.10E-05,115,10,1474,0
0.130663,7,10,152,82
1.249678,111,5,1150,1622
1.052767,111,5,634,682
0.666828,111,10,564,354
0.130663,7,10,152,82
0.219886,111,3,1038,966
0.745056,111,3,1720,48452
12.43788,111,10,564,354
0.130663,7,10,152,82
1.27802,111,3,886,268
0.499453,111,3,848,268
1.686375,111,10,124930,870
24.602036,13,10,1280,0
1.249678,111,5,1150,1622
1.028567,115,10,1360,0
1.00E-05,115,10,168,0
24.602036,13,10,1280,0
0.622097,111,10,564,354
24.602036,13,10,1280,0
1.168992,111,3,850,8238
1.028567,115,10,1360,0
0.788353,111,3,828,354
24.602036,13,10,1280,0
0.293537,111,3,1170,1990
0.737879,111,3,778,4238
0.721082,111,0,8320,1856
0.211756,111,10,524,268
1.912851,111,5,17476,768
1.007242,111,10,1528,122844
8.00E-06,115,10,168,0
0.42792,111,10,754,268
1.663422,111,3,770,4316
0.770688,111,10,1012,354
1.196023,111,10,72947,612
0.808704,111,10,642,268
2.016919,111,5,948,682
0.189243,111,3,1560,268
1.00E-05,115,10,168,0
0.456756,111,10,978,268
3.01656,111,9,982,3490
1.186329,111,5,826,682
3.001319,111,0,230272,2784
0.573627,111,10,754,268
1.51722,111,3,68193,612
4.00E-06,115,10,168,0
1.114463,111,10,564,354
1.20E-05,115,10,702,0
1.310559,111,10,994,824
0.499034,111,10,918,268
1.292005,111,10,994,820
0.477079,111,10,1822,268
1.382624,111,10,34710,996
0.712269,111,3,1344,42036
13.847567,111,10,338018,2398
1.30E-05,115,10,168,0
1.858236,111,10,764,354
0.875284,111,10,564,354
1.651568,111,0,25094,1760
1.676066,111,10,1038,826
1.076646,111,10,5154,742
0.375044,111,10,1246,268
1.20E-05,115,10,1300,0
0.179551,111,3,908,268
3.408617,111,9,1048,31051
2.155524,111,10,208647,1214
0.284447,111,3,860,1954
1.69212,111,10,1106,844
1.643366,111,10,213111,1300
1.676566,111,0,2442,1776
1.735369,111,10,514,354
1.083807,111,10,5158,720
1.197011,111,10,1196,39620
0.216083,111,3,1250,2482
1.694522,111,10,68193,612
3.811549,111,10,2684,354
0.30112,111,10,652,268
0.30112,111,10,652,268
0.991722,111,10,520,354
1.83065,111,10,564,354
0.30112,111,10,652,268
2.59585,111,10,994,836
1.705052,111,10,1110,740
1.684121,111,10,1609,2340
1.20E-05,115,10,586,0
2.00E-06,115,10,104,0
1.369923,111,10,34706,1012
0.229479,111,3,832,6018
0.487984,111,10,502,354
8.945664,111,1,3876,498346
3.889722,111,10,1608,133006
0.59901,111,10,1354,1528
0.323211,111,10,546,268
2.66996,111,9,1058,19608
4.00E-06,115,10,104,0
0.349627,111,10,490,268
0.345008,111,3,848,268
3.278057,111,5,700,768
1.456649,111,10,68053,698
0.576121,111,6,364,878
0.576121,111,6,364,878
2.30E-05,115,7,188,0
1.00E-06,115,10,104,0
1.00E-05,115,10,168,0
1.193862,111,10,564,268
1.291936,111,10,1106,806
0.504871,111,10,952,622
2.75863,111,3,2882,36918
0.645471,111,10,2322,354
3.455953,111,3,2076,249293
7.00E-06,115,10,560,0
1.20E-05,115,10,684,0
5.00E-06,115,10,912,0
0.59962,111,10,4194,268
1.108177,111,10,3132,354
2.00E-06,115,10,1158,0
4.00E-06,115,10,576,0
1.903974,111,10,1020,7868
3.239353,111,3,1368,29546
1.297066,111,10,5146,3410
0.226346,111,3,810,982
2.920101,111,3,1528,7230
0.374801,111,3,1266,2264
1.903974,111,10,1020,7868
0.408916,111,10,490,268
4.50E-05,115,10,168,0
0.536927,111,10,600,268
0.187567,111,3,828,268
0.694873,111,10,1294,268
2.769249,111,9,1386,93912
1.015033,111,0,30955,1762
2.769249,111,9,1386,93912
0.673596,111,3,11652,268
1.963463,111,0,20198,1920
1.362584,111,0,31021,1770
0.608298,111,10,566,268
1.33808,111,10,994,836
0.688692,111,10,718,268
0.499814,111,3,1316,268
0.729173,111,0,6744,1712
0.773405,111,3,1234,354
0.214641,111,3,1156,268
1.051814,111,6,364,790
1.065082,111,3,794,2214
0.170051,111,10,514,268
1.06638,111,10,1630,134816
1.051814,111,6,364,790
3.437591,111,10,994,814
0.636185,111,10,564,354
0.626831,111,10,862,268
0.683056,111,10,554,268
0.623981,111,3,1342,2910
0.750237,111,0,15272,1864
0.528925,111,10,490,268
0.750237,111,0,15272,1864
0.227522,111,10,630,268
0.750237,111,0,15272,1864
0.510333,111,10,3678,268
1.00E-05,115,10,168,0
3.00E-06,115,10,78,0
1.834132,111,0,225756,2676
0.725522,111,10,1012,268
1.834132,111,0,225756,2676
5.00E-06,115,10,78,0
0.823711,111,10,1204,268
0.430957,111,10,800,1940
3.00E-06,115,10,78,0
0.760837,111,0,3846,1734
0.549809,111,10,490,268
0.492782,111,3,1770,115574
3.00E-06,115,10,78,0
0.451246,111,10,2062,268
0.492986,111,3,830,1484
0.988333,111,3,936,3066
0.536927,111,10,600,268
1.31948,111,3,1060,354
1.258976,111,10,756,268
0.536927,111,10,600,268
1.439744,111,10,564,354
3.247838,111,0,2531,1608
0.536927,111,10,600,268
0.705875,111,10,948,268
0.292738,111,10,490,268
0.567323,111,5,2490,786
0.536927,111,10,600,268
1.58874,111,5,2740,682
9.00E-06,115,10,2812,0
0.536927,111,10,600,268
0.501772,111,10,2530,354
1.059857,111,10,1018,720
1.810102,111,5,1190,1620
3.11309,111,0,132654,2416
0.173024,111,10,12268,268
1.172023,111,10,1170,772
0.379806,111,3,1376,61249
1.446978,111,10,113608,784
0.226762,111,3,882,3734
1.268133,111,10,1074,850
1.00E-05,115,10,3022,0
0.192128,111,3,752,4212
1.942704,111,10,1106,782
4.00E-06,115,10,1272,0
0.182147,111,3,2676,268
2.00E-05,115,10,3028,0
1.360263,111,10,1078,774
0.216794,111,3,856,1648
0.195112,111,10,2536,268
9.00E-06,115,10,2634,0
2.934965,111,0,7641,1778
0.185436,111,3,830,268
9.00E-06,115,10,2634,0
2.828484,111,3,364946,1988
0.786054,111,10,564,354
8.00E-06,115,10,1064,0
9.00E-06,115,10,2634,0
1.500868,111,10,68115,612
0.785012,111,0,3352,1744
2.00E-06,115,10,168,0
1.399996,111,10,994,766
9.00E-06,115,10,2634,0
1.09975,111,10,2488,1592
1.565271,111,9,1394,99568
1.141933,111,3,1166,354
9.00E-06,115,10,2634,0
5.00E-06,115,10,608,0
2.00E-06,115,10,866,0
1.447856,111,10,994,840
9.00E-06,115,10,2634,0
5.00E-06,115,10,1640,0
0.886027,111,0,4938,882
1.835124,111,5,700,682
2.094408,111,10,140853,956
0.420153,111,10,1078,268
4.186318,115,10,2940,2448
0.311159,111,3,894,268
6.00E-06,115,10,104,0
0.630592,111,3,780,4100
1.533195,111,3,832,13908
0.536927,111,10,600,268
1.17957,111,5,826,682
31.891287,111,10,3116,536
1.302192,111,10,564,354
0.536927,111,10,600,268
31.891287,111,10,3116,536
1.003187,111,10,990,726
1.20E-05,115,10,2994,0
31.891287,111,10,3116,536
0.87758,111,10,36750,440
1.31625,111,10,990,788
0.785993,111,3,1382,354
1.1437,111,10,1072,800
8.00E-06,115,10,104,0
1.31625,111,10,990,788
8.00E-06,115,10,104,0
0.806984,111,10,592,268
0.248369,111,3,1156,1690
0.515984,111,10,1578,268
0.674443,111,10,564,354
0.806984,111,10,592,268
0.274438,111,3,3286,3662
48.549618,111,10,1292,708
0.288435,111,3,36964,354
0.806984,111,10,592,268
48.549618,111,10,1292,708
2.060465,111,3,2096,277783
0.607441,111,10,364,268
1.16884,111,10,1106,692
2.222939,111,5,1166,1740
0.448413,111,3,906,11762
0.641363,111,6,364,964
1.457674,111,3,68193,698
2.222939,111,5,1166,1740
0.641363,111,6,364,964
0.28412,111,3,832,8262
2.050867,111,10,986,818
0.692817,111,3,976,268
0.635077,111,10,564,354
0.187711,111,3,954,268
2.050867,111,10,986,818
0.918364,111,5,634,682
0.625875,111,10,564,354
5.00E-06,115,10,1064,0
2.096169,111,5,1716,682
0.404412,111,10,1050,268
0.286371,111,3,878,2296
4.60005,111,9,1742,137036
0.71137,111,10,3474,11603
0.840763,111,10,564,354
0.988061,111,10,12610,28780
0.714568,111,10,620,268
0.180765,111,3,1118,268
1.54575,111,3,1492,148473
0.332459,111,3,1352,21798
0.714568,111,10,620,268
2.00E-06,115,10,1064,0
1.592941,111,5,2740,682
1.49885,111,5,2618,682
1.098487,111,10,564,354
1.592941,111,5,2740,682
5.00E-06,115,10,1064,0
2.54236,111,10,1180,39488
1.592941,111,5,2740,682
0.57035,111,3,804,268
2.00E-06,115,10,168,0
1.592941,111,5,2740,682
0.806984,111,10,592,268
3.30328,111,10,199554,1214
0.820022,111,5,634,682
0.806984,111,10,592,268
0.258694,111,10,546,268
1.973179,111,10,564,354
0.432513,111,10,490,354
0.806984,111,10,592,268
0.450534,111,10,1506,354
0.631196,111,10,1002,726
0.288304,111,10,17266,354
0.925033,111,10,564,354
0.463321,111,10,738,268
0.52765,111,10,548,268
0.326603,111,3,904,268
0.780771,111,10,534,268
1.10E-05,115,10,168,0
2.417806,111,10,564,354
1.425856,111,10,568,354
0.196692,111,3,1526,10034
1.737471,111,5,634,682
0.214543,111,3,812,1460
2.051448,111,3,818,354
0.486427,111,6,364,916
1.385049,111,10,158813,956
0.486427,111,6,364,916
1.10E-05,115,10,168,0
0.655835,111,10,578,268
1.20E-05,115,10,1064,0
0.268375,111,3,822,2382
0.446333,111,10,1268,354
4.00E-06,115,10,1064,0
1.10E-05,115,10,1930,0
0.634133,111,10,588,268
1.654296,111,10,172450,1042
1.810102,111,5,1190,1620
1.530518,111,10,564,354
0.402113,111,10,546,268
2.936041,111,10,181288,1214
0.187255,111,3,1554,268
0.798891,111,3,854,8902
0.15702,111,10,948,268
0.714637,111,10,564,354
0.273509,111,10,1204,268
1.00E-05,115,7,214,0
1.10E-05,115,10,2116,0
3.416036,111,0,8426,1758
1.323591,111,3,916,354
1.10E-05,115,10,752,0
0.324597,111,10,566,268
1.60E-05,115,10,3026,0
2.646067,111,10,1106,810
0.623814,111,10,564,354
0.337779,111,10,536,268
1.10E-05,115,10,168,0
0.75999,111,3,926,268
3.37651,111,3,4862,830875
0.337779,111,10,536,268
0.206746,111,10,1396,268
0.822205,111,10,1018,756
0.245332,111,10,1524,268
0.354612,111,10,534,268
0.292615,111,10,2100,268
2.506205,111,0,28278,1946
0.174558,111,3,1124,268
18.351212,115,7,19356,18000
4.00E-06,115,10,1208,0
13.131373,111,0,1135726,6390
31.891287,111,10,3116,536
5.00E-06,115,10,1064,0
1.20E-05,115,10,298,0
2.331852,111,10,1042,710
1.20E-05,115,10,1064,0
0.94857,111,10,564,354
0.53941,111,10,2346,2398
1.20E-05,115,10,1064,0
2.433346,111,10,3810,268
1.956315,111,10,998,790
1.20E-05,115,10,1064,0
1.90E-05,115,10,168,0
0.509992,111,10,2530,354
5.00E-06,115,10,1064,0
1.10E-05,115,10,1976,0
0.179825,111,3,3202,268
0.261193,111,10,524,268
2.00E-06,115,10,1340,0
0.252251,111,3,1140,268
0.195553,111,3,822,268
7.00E-06,115,10,168,0
0.632341,111,10,564,354
1.928091,111,0,3588,1678
0.215661,111,10,2098,268
0.372062,111,0,17480,842
0.2455,111,3,774,1304
0.941618,111,10,2136,750
0.362505,111,1,3026,3744
1.928091,111,0,3588,1678
0.217454,111,3,820,268
0.629774,111,10,564,354
0.483355,111,10,1790,530
0.819419,111,9,1018,27074
0.74366,111,0,8266,1854
1.30E-05,115,10,754,0
0.550042,111,10,1506,354
1.046829,111,0,94136,2140
0.185421,111,3,954,268
0.36443,111,10,490,268
1.10E-05,115,10,1744,0
1.046829,111,0,94136,2140
0.176285,111,10,756,268
1.10E-05,115,10,168,0
3.735222,111,0,21361,1808
0.215721,111,10,1012,268
0.739511,111,3,814,1084
0.278447,111,3,802,1330
1.434728,111,5,1198,1614
3.735222,111,0,21361,1808
1.44193,111,3,1674,10518
0.508795,111,10,528,268
1.521276,111,5,1182,1614
0.203755,111,3,774,268
1.521276,111,5,1182,1614
0.792162,111,10,1106,708
0.62325,111,10,586,354
0.218555,111,3,830,1240
0.918989,111,0,3454,1628
0.461873,111,3,872,22626
0.918989,111,0,3454,1628
0.872849,111,10,564,354
0.489909,111,9,686,6868
0.792162,111,10,1106,708
0.870795,111,10,564,354
0.489909,111,9,686,6868
0.651614,111,3,774,1368
0.417016,111,10,1140,354
0.792162,111,10,1106,708
0.191619,111,3,840,7098
0.682891,111,3,808,268
0.459448,111,3,1924,268
0.233258,111,10,1024,268
1.822371,111,10,1080,732
1.20E-05,115,10,168,0
0.301193,111,10,2292,268
3.634745,111,0,304095,3132
9.00E-06,115,10,168,0
0.647121,111,0,1580,1872
1.234426,111,10,1110,842
0.601846,111,5,2346,946
0.988466,111,0,34430,1932
0.189207,111,3,1844,268
4.00E-06,115,2,126,0
0.339836,111,3,802,15524
0.190553,111,3,814,8240
1.10E-05,115,10,78,0
0.869131,111,3,848,268
0.229113,111,3,840,3368
0.196269,111,3,846,15820
0.179517,111,10,364,418
1.10E-05,115,10,168,0
0.38578,111,3,900,268
2.52611,111,5,712,682
0.842345,111,0,3683,1828
0.187483,111,10,1856,268
0.241363,111,3,770,1370
0.552522,111,10,2676,354
2.498042,111,10,994,790
0.716976,111,10,622,268
8.00E-06,115,10,168,0
2.405838,111,10,1774,268
1.993132,111,0,30950,1826
0.262101,111,3,902,18772
0.830468,111,10,5158,722
0.729303,111,10,1078,354
7.00E-06,115,10,168,0
0.262101,111,3,902,18772
7.00E-06,115,10,78,0
3.00E-06,115,10,168,0
7.00E-06,115,10,78,0
0.239712,7,10,840,440
1.04516,111,10,990,748
0.80507,111,3,1390,1288
2.00E-06,115,4,1152,0
0.755354,111,10,8886,268
0.248855,111,3,560,426
0.239712,7,10,840,440
0.379229,111,3,1052,268
1.833512,111,0,5020,1850
0.857052,111,0,41183,2054
0.195036,111,3,916,268
0.239712,7,10,840,440
1.231256,111,10,564,354
0.857052,111,0,41183,2054
0.99914,111,10,25308,850
0.485835,111,3,1984,67743
2.00E-06,115,10,104,0
0.239712,7,10,840,440
3.00E-06,115,10,78,0
0.191771,111,3,846,268
0.272196,111,3,45578,18600
0.239712,7,10,840,440
0.760579,111,9,1062,30944
0.647579,111,10,564,354
0.836145,111,0,3007,1896
1.214028,111,5,1116,1530
0.239712,7,10,840,440
1.553459,111,10,5154,822
1.214028,111,5,1116,1530
0.236258,111,10,768,268
0.708507,111,10,5182,354
1.30745,111,5,586,682
0.639442,111,10,564,354
0.847072,111,10,48367,1866
0.565988,111,10,778,678
2.431387,111,10,68199,612
0.406408,111,10,14190,268
0.625294,111,10,1558,268
0.565988,111,10,778,678
0.856638,111,10,564,354
1.396496,111,10,41294,526
0.565988,111,10,778,678
4.00E-06,115,10,104,0
0.565988,111,10,778,678
0.196869,111,3,1298,268
1.710569,111,5,820,682
0.776097,111,10,564,354
1.10E-05,115,10,168,0
7.00E-06,115,7,156,0
7.00E-06,115,7,156,0
2.475704,111,3,1304,182
1.233866,111,3,788,1292
0.433664,111,3,928,354
7.00E-06,115,7,156,0
0.665653,111,10,564,354
0.624143,111,10,564,354
1.357028,111,0,155107,2460
1.428784,111,3,1292,354
0.241215,111,3,852,978
0.182815,111,3,1990,268
2.417451,111,3,1718,268
0.364328,111,5,2192,786
3.321958,111,10,1020,2526
0.627235,111,10,564,354
0.976993,111,3,884,354
1.977576,111,0,26628,1758
0.354346,111,10,778,678
1.624976,111,10,994,830
1.977576,111,0,26628,1758
0.666778,111,10,564,354
2.149713,111,10,994,848
0.887219,111,10,718,782
2.560241,111,3,1354,268
4.00E-06,115,10,168,0
0.265019,111,3,2294,2360
0.482051,111,10,490,268
2.017546,111,3,1030,354
0.21222,111,3,766,12784
2.387162,111,0,104340,2310
0.408099,111,3,824,3355
1.228434,111,5,1178,1614
0.52765,111,10,548,268
1.106258,111,0,114478,2272
1.228434,111,5,1178,1614
1.106258,111,0,114478,2272
0.66717,111,3,834,4486
4.00E-06,115,10,1092,0
1.963782,111,3,2138,274397
0.324673,111,3,844,3364
4.00E-06,115,10,1232,0
2.096344,111,5,1182,1632
1.10E-05,115,10,486,0
1.927263,111,10,186002,1128
0.217329,111,10,536,268
2.096344,111,5,1182,1632
4.00E-06,115,10,168,0
0.386268,111,10,550,268
0.210039,111,10,42108,440
0.86058,111,5,1594,682
0.222566,111,10,606,268
0.630372,111,10,564,354
1.06967,111,10,3404,2332
1.989392,111,10,564,354
0.260009,111,3,946,1402
1.10E-05,115,10,78,0
1.390155,111,5,17354,768
0.206139,111,3,1390,268
0.821905,111,10,564,354
1.574308,111,3,986,47290
2.695514,111,10,992,900
1.10E-05,115,10,78,0
0.009973,115,7,116,228
0.208601,111,3,38092,440
0.31068,111,3,772,2096
0.92326,111,3,3054,6940
0.342915,111,3,768,2912
0.418944,111,10,542,268
0.626311,111,10,564,268
3.260605,111,10,25764,1510
0.501757,111,3,842,1312
1.016383,111,3,800,7312
0.262589,111,3,2816,268
3.360342,111,3,3576,40800
0.365004,111,3,1110,1084
0.640693,111,10,564,354
3.145358,111,3,3972,655469
1.107427,111,10,994,698
1.034766,111,10,1730,1014
1.20E-05,115,10,168,0
9.021347,111,0,8363,1656
0.402221,111,10,566,268
1.880682,111,3,1194,638
1.759554,111,10,994,760
0.492798,111,10,566,354
0.83888,111,3,840,268
1.760819,111,0,6917,1740
0.180957,111,3,870,268
0.745488,111,10,564,354
1.245124,111,10,564,354
0.24408,111,3,648,1794
1.10E-05,115,10,168,0
0.204499,111,3,882,268
2.372018,111,10,994,832
0.660501,111,6,364,552
1.11573,111,3,1022,354
0.629944,111,10,564,354
0.660501,111,6,364,552
1.845024,111,10,1106,816
0.440658,111,3,782,1318
0.622469,111,10,564,354
1.065769,111,10,564,354
0.59448,111,6,364,622
8.00E-06,115,10,1448,0
1.471365,111,3,68115,612
0.59448,111,6,364,622
0.224361,111,10,7134,268
0,115,10,1501,0
0.278525,111,10,878,1044
0.241602,111,3,786,1294
1.212742,111,5,2572,822
0.276278,111,3,1270,29352
0.461528,111,10,558,268
1.10E-05,115,7,126,0
0.247987,111,3,826,6706
4.00E-06,115,10,168,0
1.984967,111,0,58608,2098
0.202197,111,10,610,268
0.461528,111,10,558,268
0.156366,115,10,942,1126
0.516407,111,3,948,964
0.995654,111,3,824,1928
0.291764,111,10,738,268
0.26881,111,3,766,1086
0.461528,111,10,558,268
0.447674,111,10,490,354
0.214833,111,3,930,268
3.119221,111,5,1276,1616
0.342264,111,10,546,268
1.30E-05,115,10,1100,0
0.44134,111,0,582,788
0.321983,111,10,2530,268
0.194755,111,3,842,268
3.119221,111,5,1276,1616
0.210844,111,3,860,268
0.486485,111,3,798,1568
0.222437,111,3,924,268
0.333729,111,10,814,484
1.945076,111,5,1154,1658
1.316881,111,10,1106,810
0.217208,111,3,1028,268
0.347717,111,3,906,7726
1.945076,111,5,1154,1658
0.632063,111,10,564,354
0.976205,111,0,27790,1308
5.144634,111,0,5165,1946
0.208397,111,3,884,2238
1.277849,111,5,1174,1624
5.144634,111,0,5165,1946
0.629542,111,10,564,354
1.277849,111,5,1174,1624
0.413539,111,10,364,354
0.164237,111,3,892,268
2.534792,111,10,994,804
0.207042,111,3,1070,268
0.266467,111,3,470,268
0.700585,111,3,814,268
1.213754,111,10,1106,818
2.790988,111,5,578,682
0.283684,111,3,784,7174
0.387187,111,10,654,268
0.823975,111,3,916,10916
9.00E-06,115,10,2996,0
1.34384,111,10,558,354
4.00E-06,115,10,168,0
0.533538,111,7,508,354
0.411386,111,10,554,268
0.638272,111,10,550,268
0.325821,111,10,542,268
2.64213,111,5,756,682
1.00E-06,115,10,104,0
2.00E-06,115,10,78,0
0.516363,111,10,1612,354
0.975656,111,0,48315,2028
1.44335,111,3,724,6592
0.425571,111,10,1612,268
0.797207,111,3,1254,2248
0.308741,111,3,808,4212
0.250757,111,3,822,3238
1.569089,111,0,47007,2040
3.00E-06,115,10,78,0
1.10E-05,115,10,336,0
0.267756,111,10,2194,268
1.00E-05,115,10,168,0
0.405035,111,10,576,268
35.864513,111,10,17792,622
1.70E-05,115,10,168,0
35.864513,111,10,17792,622
0.185198,111,3,954,268
0.709522,111,3,1524,10254
0.352616,111,3,1288,3744
0.280173,111,3,804,1612
0.244656,111,3,840,8214
0.513393,111,10,2322,268
0.221912,111,3,806,932
0.867866,111,10,562,258
1.569089,111,0,47007,2040
0.851108,111,0,24063,1860
0.223364,111,3,752,4210
0.851108,111,0,24063,1860
0.187207,111,3,912,268
2.207971,111,0,86876,2216
0.867866,111,10,562,258
0.260897,111,3,842,944
0.367246,111,3,616,34680
0.753646,111,3,808,4210
0.615536,111,3,3762,354
0.182932,111,3,1106,268
1.621482,111,10,994,726
1.505614,111,10,996,2744
0.3886,111,3,1024,58735
0.571872,111,10,468,258
2.694658,111,0,41175,1918
1.320811,111,10,68197,612
1.135332,111,10,1338,68562
0.360285,111,6,364,3754
2.694658,111,0,41175,1918
0.169131,111,3,866,182
1.10E-05,115,7,490,0
0.360285,111,6,364,3754
1.00E-05,115,10,168,0
1.832449,111,3,892,33872
0.344081,111,3,1100,62715
0.233427,111,3,952,1226
1.906436,111,10,68197,698
2.935354,111,10,2936,9306
1.00E-05,115,10,456,0
5.00E-06,115,10,1064,0
0.98795,111,10,994,718
4.00E-06,115,10,142,0
0.216367,111,3,796,7192
1.951423,111,10,2460,316596
5.00E-06,115,10,1064,0
0.190439,111,10,892,268
1.261898,111,10,3958,354
1.10E-05,115,10,168,0
0.817118,111,0,9431,1732
0.190391,111,3,814,268
0.647284,111,10,6830,268
1.042558,111,5,578,682
0.926708,111,0,66837,1912
0.989321,111,9,1032,26616
1.008871,111,0,94241,2182
0.401714,111,3,1124,11530
0.632365,111,10,1332,268
2.817088,111,10,22524,728
0.65173,111,10,564,354
0.934027,111,10,564,354
0.285367,111,10,502,268
0.481085,111,3,1076,1156
0.867007,111,3,1028,354
0.338458,111,10,578,268
0.701978,111,3,1642,3560
1.432441,111,0,3434,1448
0.46555,111,3,834,354
1.950396,111,3,4158,1122
6.00E-06,115,10,168,0
0.19989,111,10,804,268
3.385263,111,0,276396,2978
0.989321,111,9,1032,26616
1.087948,111,5,1186,1608
0.267899,111,3,924,268
0.190094,111,3,904,268
1.288391,111,10,994,854
0.186459,111,10,960,4016
0.394626,111,10,1612,354
1.365737,111,3,770,1258
0.189342,111,3,1024,268
0.217112,111,10,1612,268
8.219671,111,3,1218,29548
0.20393,111,10,1612,268
1.14148,111,3,884,354
0.78091,111,9,954,3230
0.491422,111,10,1612,354
4.00E-06,115,10,130,0
1.264802,111,3,2936,354
0.48826,111,6,364,5062
0.39181,111,3,844,1390
0.48826,111,6,364,5062
1.399584,111,3,844,1904
0.815515,111,6,364,1248
3.328592,111,0,476454,4014
0.815515,111,6,364,1248
3.385263,111,0,276396,2978
0.582631,111,6,364,3754
0.582631,111,6,364,3754
6.488027,111,10,1968,123764
0.747981,111,10,1778,354
0.572744,111,3,1712,115688
1.63342,111,3,2994,474405
1.102848,111,9,1364,108430
2.580634,111,10,4590,268
0.165009,111,10,1612,268
0.181845,111,3,982,268
0.420909,111,10,1612,354
0.856375,111,10,1232,726
1.121664,111,10,4038,3314
0.232605,111,10,1612,268
1.977331,111,5,1248,1654
0.229491,111,10,1612,268
0.905655,111,10,1208,724
1.977331,111,5,1248,1654
1.087948,111,5,1186,1608
0.745941,111,10,564,354
1.302802,111,10,1110,826
0.182832,111,3,4708,268
0.657205,111,10,558,354
0.458994,111,10,1716,354
0.43162,111,10,820,354
0.264553,111,3,770,4998
1.69318,111,10,994,800
0.182125,111,3,3810,268
2.299089,111,0,65150,1924
0.178186,111,3,1896,268
0.526453,111,10,1652,354
1.897827,111,10,68199,698
1.20E-05,115,10,168,0
2.299089,111,0,65150,1924
0.428539,111,10,2530,268
5.00E-06,115,10,1064,0
0.52547,111,10,546,268
1.20E-05,115,10,1064,0
0.598157,111,10,17266,354
6.808105,111,0,395645,3762
5.00E-06,115,10,1064,0
0.965452,111,0,16087,1838
0.400452,111,3,930,268
5.00E-06,115,10,1064,0
1.10E-05,115,10,168,0
4.00E-06,115,10,168,0
0.965452,111,0,16087,1838
6.808105,111,0,395645,3762
0.323016,111,10,1612,268
0.220752,111,3,910,268
0.324316,111,10,1612,268
4.00E-06,115,10,104,0
0.648935,111,10,1814,268
0.806582,111,0,31207,1856
0.145413,111,10,3416,182
0.401545,111,10,630,354
